doc_id,doc_uri,predicate,raw_metadata_value,mapped_entity_uri,confidence,status,reason
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,aboutTaxon,aquatic animals; shrimp; crabs and lobsters; freshwater prawns; marine finfish; molluscs,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,aboutTaxon,aquatic animals; shrimp; crabs and lobsters; freshwater prawns; marine finfish; molluscs,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
PMC_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_001,aboutTaxon,shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
PMC_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_001,aboutDisease,EHP; Enterocytozoon hepatopenaei; HPM,,low,skipped_unmapped_token,unmapped_or_denied token: EHP
PMC_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_001,aboutDisease,EHP; Enterocytozoon hepatopenaei; HPM,,low,skipped_unmapped_token,unmapped_or_denied token: Enterocytozoon hepatopenaei
PMC_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_001,aboutDisease,EHP; Enterocytozoon hepatopenaei; HPM,,low,skipped_unmapped_token,unmapped_or_denied token: HPM
PMC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_002,aboutTaxon,penaeid shrimp; shrimp,,low,skipped_unmapped_token,unmapped_or_denied token: penaeid shrimp
PMC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_002,aboutTaxon,penaeid shrimp; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
PMC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_002,aboutDisease,EHP; Enterocytozoon hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: EHP
PMC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_002,aboutDisease,EHP; Enterocytozoon hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: Enterocytozoon hepatopenaei
PMC_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_003,aboutDisease,EHP; Ecytonucleospora hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: EHP
PMC_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_003,aboutDisease,EHP; Ecytonucleospora hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: Ecytonucleospora hepatopenaei
PMC_004,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_004,aboutDisease,EHP; Enterocytozoon hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: EHP
PMC_004,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_004,aboutDisease,EHP; Enterocytozoon hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: Enterocytozoon hepatopenaei
PMC_005,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_005,aboutDisease,EHP; Ecytonucleospora hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: EHP
PMC_005,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_005,aboutDisease,EHP; Ecytonucleospora hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: Ecytonucleospora hepatopenaei
PMC_006,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_006,aboutTaxon,shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
PMC_010,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_010,aboutTaxon,shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
PMC_012,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_012,aboutTaxon,shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
PMC_013,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_013,aboutDisease,IMN,,low,skipped_unmapped_token,unmapped_or_denied token: IMN
PMC_020,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_020,aboutDisease,EHP; Enterocytozoon hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: EHP
PMC_020,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_020,aboutDisease,EHP; Enterocytozoon hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: Enterocytozoon hepatopenaei
PMC_021,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_021,aboutDisease,EHP; Enterocytozoon hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: EHP
PMC_021,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_021,aboutDisease,EHP; Enterocytozoon hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: Enterocytozoon hepatopenaei
PMC_022,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_022,aboutDisease,EHP; Enterocytozoon hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: EHP
PMC_022,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_022,aboutDisease,EHP; Enterocytozoon hepatopenaei,,low,skipped_unmapped_token,unmapped_or_denied token: Enterocytozoon hepatopenaei
PMC_023,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_023,aboutTaxon,shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
PMC_027,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_027,aboutDisease,EHP; Enterocytozoon hepatopenaei; decapod hepanhamaparvovirus genotype V,,low,skipped_unmapped_token,unmapped_or_denied token: EHP
PMC_027,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_027,aboutDisease,EHP; Enterocytozoon hepatopenaei; decapod hepanhamaparvovirus genotype V,,low,skipped_unmapped_token,unmapped_or_denied token: Enterocytozoon hepatopenaei
PMC_027,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_027,aboutDisease,EHP; Enterocytozoon hepatopenaei; decapod hepanhamaparvovirus genotype V,,low,skipped_unmapped_token,unmapped_or_denied token: decapod hepanhamaparvovirus genotype V
PMC_027,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_027,aboutLocation,Thailand,,low,skipped_unmapped_token,unmapped_or_denied token: Thailand
PMC_031,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_031,aboutLocation,Ecuador; Mexico,,low,skipped_unmapped_token,unmapped_or_denied token: Ecuador
PMC_031,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_031,aboutLocation,Ecuador; Mexico,,low,skipped_unmapped_token,unmapped_or_denied token: Mexico
SEAFDEC_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_001,aboutTaxon,shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
SEAFDEC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_002,aboutTaxon,penaeid shrimp; shrimp,,low,skipped_unmapped_token,unmapped_or_denied token: penaeid shrimp
SEAFDEC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_002,aboutTaxon,penaeid shrimp; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
SEAFDEC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_002,aboutLocation,Singapore,,low,skipped_unmapped_token,unmapped_or_denied token: Singapore
SEAFDEC_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_003,aboutLocation,Japan,,low,skipped_unmapped_token,unmapped_or_denied token: Japan
SEAFDEC_004,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_004,aboutLocation,Southeast Asia,,low,skipped_unmapped_token,unmapped_or_denied token: Southeast Asia
SEAFDEC_005,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_005,aboutLocation,Myanmar,,low,skipped_unmapped_token,unmapped_or_denied token: Myanmar
SEAFDEC_006,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_006,aboutLocation,Philippines,,low,skipped_unmapped_token,unmapped_or_denied token: Philippines
SEAFDEC_007,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_007,aboutLocation,Philippines,,low,skipped_unmapped_token,unmapped_or_denied token: Philippines
SEAFDEC_008,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_008,aboutLocation,Thailand,,low,skipped_unmapped_token,unmapped_or_denied token: Thailand
SEAFDEC_009,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_009,aboutTaxon,shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
SEAFDEC_009,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_009,aboutLocation,Indonesia,,low,skipped_unmapped_token,unmapped_or_denied token: Indonesia
SEAFDEC_011,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_011,aboutLocation,Malaysia,,low,skipped_unmapped_token,unmapped_or_denied token: Malaysia
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,aboutLocation,Hà Tĩnh; Thạch Hà; Cẩm Xuyên; Nghi Xuân,,low,skipped_unmapped_token,unmapped_or_denied token: Hà Tĩnh
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,aboutLocation,Hà Tĩnh; Thạch Hà; Cẩm Xuyên; Nghi Xuân,,low,skipped_unmapped_token,unmapped_or_denied token: Thạch Hà
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,aboutLocation,Hà Tĩnh; Thạch Hà; Cẩm Xuyên; Nghi Xuân,,low,skipped_unmapped_token,unmapped_or_denied token: Cẩm Xuyên
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,aboutLocation,Hà Tĩnh; Thạch Hà; Cẩm Xuyên; Nghi Xuân,,low,skipped_unmapped_token,unmapped_or_denied token: Nghi Xuân
